district,sign,address,square,zone,n1,n2,date,stuff,level,floor,state,use,material,complete,area,room,hall,health,compartmented,manage,price,square price,park,park_size,park_price,note,sId
中和區,房地(土地+建物)+車位,德光段751~780地號,10.49,住,,,1080307,土地1建物1車位1,十六層,24,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,118.74,2,2,1,有,無,12000000,127119,坡道平面,39.68,1950000,,RPSPMLPKNHOFFHF86CB
中和區,房地(土地+建物)+車位,德光段751~780地號,10.49,住,,,1071224,土地1建物1車位1,十七層,24,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,118.74,2,2,1,有,無,12200000,134075,坡道平面,39.68,1600000,,RPTPMLPKNHOFFHF96CB
中和區,房地(土地+建物)+車位,德光段751~780地號,10.49,住,,,1080331,土地1建物1車位1,十八層,24,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,118.74,2,1,1,有,無,12150000,130913,坡道平面,39.68,1800000,,RPVPMLPKNHOFFHF17CB
中和區,房地(土地+建物)+車位,德光段751~780地號,10.49,住,,,1080405,土地1建物1車位1,十九層,24,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,118.74,2,2,1,有,無,12350000,132811,坡道平面,39.68,1850000,,RPWPMLPKNHOFFHF27CB
中和區,房地(土地+建物),德光段751~780地號,9.99,住,,,1080410,土地1建物1車位0,二十層,24,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,79.06,2,2,1,有,無,10550000,133443,,0.0,0,,RPSQMLPKNHOFFHF96CB
中和區,房地(土地+建物),德光段751~780地號,9.99,住,,,1080321,土地1建物1車位0,二十一層,24,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,79.06,2,2,1,有,無,10610000,134202,,0.0,0,,RPTQMLPKNHOFFHF07CB
中和區,房地(土地+建物)+車位,德光段751~780地號,10.49,住,,,1080223,土地1建物1車位1,二十二層,24,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,118.74,2,2,1,有,無,12260000,136099,坡道平面,39.68,1500000,,RPXQMLPKNHOFFHF47CB
中和區,房地(土地+建物)+車位,德光段751~780地號,10.49,住,,,1080401,土地1建物1車位1,二十三層,24,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,118.74,2,2,1,有,無,12500000,133443,坡道平面,39.68,1950000,,RPORMLPKNHOFFHF66CB
中和區,房地(土地+建物)+車位,德光段751~780地號,10.9,住,,,1080215,土地1建物1車位1,二層,24,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,121.98,2,2,1,有,無,11500000,121507,坡道平面,39.68,1500000,,RPPRMLPKNHOFFHF76CB
中和區,房地(土地+建物)+車位,德光段751~780地號,10.49,住,,,1071203,土地1建物1車位1,三層,24,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,118.74,2,2,1,有,無,11000000,118897,坡道平面,39.68,1600000,,RPRRMLPKNHOFFHF96CB
中和區,房地(土地+建物)+車位,德光段751~780地號,10.49,住,,,1071014,土地1建物1車位1,十層,24,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,118.74,2,2,1,有,無,11500000,125221,坡道平面,39.68,1600000,,RPURMLPKNHOFFHF27CB
中和區,房地(土地+建物),德光段751~780地號,9.99,住,,,1071019,土地1建物1車位0,十一層,24,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,79.06,2,2,1,有,無,10000000,126486,,0.0,0,,RPWRMLPKNHOFFHF47CB
中和區,房地(土地+建物)+車位,德光段751~780地號,10.49,住,,,1070920,土地1建物1車位1,十二層,24,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,118.74,2,2,1,有,無,12000000,127119,坡道平面,39.68,1950000,,RPXRMLPKNHOFFHF57CB
中和區,房地(土地+建物),德光段751~780地號,9.99,住,,,1080130,土地1建物1車位0,十三層,24,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,79.06,2,2,1,有,無,10080000,127498,,0.0,0,,RPOSMLPKNHOFFHF76CB
中和區,房地(土地+建物)+車位,德光段751~780地號,10.49,住,,,1080218,土地1建物1車位1,十六層,24,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,118.74,2,2,1,有,無,12000000,129648,坡道平面,39.68,1750000,,RPRSMLPKNHOFFHF07CB
中和區,車位,德光段751~780地號,0.5,住,,,1080105,土地1建物0車位1,,24,其他,停車空間,鋼筋混凝土造,,39.68,0,0,0,有,無,1600000,,坡道平面,39.68,1600000,,RPXSMLPKNHOFFHF67CB
中和區,房地(土地+建物),德光段751~780地號,9.99,住,,,1071019,土地1建物1車位0,十八層,24,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,79.06,2,2,1,有,無,10350000,130913,,0.0,0,,RPPTMLPKNHOFFHF96CB
中和區,房地(土地+建物),德光段751~780地號,9.99,住,,,1080402,土地1建物1車位0,十九層,24,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,79.06,2,2,1,有,無,10350000,130913,,0.0,0,,RPRTMLPKNHOFFHF17CB
中和區,房地(土地+建物)+車位,德光段751~780地號,10.49,住,,,1071026,土地1建物1車位1,二十層,24,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,118.74,2,2,1,有,無,12400000,130913,坡道平面,39.68,2050000,,RPUTMLPKNHOFFHF47CB
中和區,車位,德光段751~780地號,0.5,住,,,1080414,土地1建物0車位1,,24,其他,停車空間,鋼筋混凝土造,,39.68,0,0,0,有,無,2000000,,坡道平面,39.68,2000000,,RPVTMLPKNHOFFHF57CB
中和區,房地(土地+建物),德光段751~780地號,9.99,住,,,1080321,土地1建物1車位0,二十一層,24,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,79.06,2,2,1,有,無,10610000,134202,,0.0,0,,RPXTMLPKNHOFFHF77CB
中和區,房地(土地+建物)+車位,德光段751~780地號,10.49,住,,,1080502,土地1建物1車位1,二十二層,24,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,118.74,2,1,1,有,無,12600000,134708,坡道平面,39.68,1950000,,RPOUMLPKNHOFFHF96CB
中和區,房地(土地+建物)+車位,德光段751~780地號,11.82,住,,,1070915,土地1建物1車位1,三層,24,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,129.25,2,2,1,有,無,12310000,117897,坡道平面,39.68,1750000,,RPQUMLPKNHOFFHF17CB
中和區,房地(土地+建物),德光段751~780地號,11.28,住,,,1071025,土地1建物1車位0,二層,24,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,89.24,2,2,1,有,無,10350000,115979,,0.0,0,,RPRUMLPKNHOFFHF27CB
中和區,房地(土地+建物)+車位,德光段751~780地號,11.82,住,,,1070921,土地1建物1車位1,十三層,24,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,129.25,2,2,1,有,無,12870000,125823,坡道平面,39.68,1600000,,RPWUMLPKNHOFFHF77CB
中和區,房地(土地+建物)+車位,德光段751~780地號,11.82,住,,,1071027,土地1建物1車位1,十五層,24,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,129.25,2,2,1,有,無,13050000,128949,坡道平面,39.68,1500000,,RPXUMLPKNHOFFHF87CB
中和區,房地(土地+建物),德光段751~780地號,14.67,住,,,1071021,土地1建物1車位0,十七層,24,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,116.09,3,2,1,有,無,14750000,127057,,0.0,0,,RPOVMLPKNHOFFHF07CB
中和區,房地(土地+建物)+車位,德光段751~780地號,15.17,住,,,1080412,土地1建物1車位1,十八層,24,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,155.77,3,2,1,有,無,16500000,129210,坡道平面,39.68,1500000,,RPPVMLPKNHOFFHF17CB
中和區,房地(土地+建物)+車位,德光段751~780地號,15.17,住,,,1080418,土地1建物1車位1,十九層,24,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,155.77,3,2,1,有,無,16850000,128349,坡道平面,39.68,1950000,,RPQVMLPKNHOFFHF27CB
中和區,房地(土地+建物)+車位,德光段751~780地號,15.17,住,,,1080323,土地1建物1車位1,二十層,24,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,155.77,3,2,1,有,無,16850000,129210,坡道平面,39.68,1850000,,RPTVMLPKNHOFFHF57CB
中和區,房地(土地+建物)+車位,德光段751~780地號,15.17,住,,,1080424,土地1建物1車位1,二十一層,24,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,155.77,3,2,1,有,無,17000000,129641,坡道平面,39.68,1950000,,RPVVMLPKNHOFFHF77CB
中和區,房地(土地+建物)+車位,德光段751~780地號,15.17,住,,,1080424,土地1建物1車位1,二十二層,24,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,155.77,3,2,1,有,無,17000000,130071,坡道平面,39.68,1900000,,RPWVMLPKNHOFFHF87CB
中和區,房地(土地+建物),德光段751~780地號,11.19,住,,,1071210,土地1建物1車位0,二層,24,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,88.6,2,2,1,有,無,10380000,117156,,0.0,0,,RPOWMLPKNHOFFHF17CB
中和區,房地(土地+建物)+車位,德光段751~780地號,11.7,住,,,1071128,土地1建物1車位1,三層,24,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,128.28,2,2,1,有,無,12000000,117381,坡道平面,39.68,1600000,,RPPWMLPKNHOFFHF27CB
中和區,房地(土地+建物)+車位,德光段751~780地號,11.7,住,,,1071010,土地1建物1車位1,八層,24,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,128.28,2,2,1,有,無,13000000,124718,坡道平面,39.68,1950000,,RPQWMLPKNHOFFHF37CB
中和區,房地(土地+建物)+車位,德光段751~780地號,11.7,住,,,1071213,土地1建物1車位1,十三層,24,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,128.28,2,2,1,有,無,12650000,124718,坡道平面,39.68,1600000,,RPRWMLPKNHOFFHF47CB
